,close,date,close_norm
0,53.403499603271484,2018-05-29,0.041449214133683854
1,53.87350082397461,2018-05-30,0.04612096228578044
2,55.0,2018-05-31,0.05731821074411836
3,56.75,2018-06-01,0.07471297251503117
4,57.652000427246094,2018-06-04,0.08367873397172121
5,57.55099868774414,2018-06-05,0.08267479043053017
6,57.34749984741211,2018-06-06,0.08065203966011147
7,56.72100067138672,2018-06-07,0.07442472313632009
8,56.635501861572266,2018-06-08,0.07357487660579498
9,57.04499816894531,2018-06-11,0.07764521415597936
10,57.40950012207031,2018-06-12,0.0812683139500604
11,57.21149826049805,2018-06-13,0.07930020240020508
12,58.00550079345703,2018-06-14,0.08719247948953246
13,57.9635009765625,2018-06-15,0.08677500702707397
14,59.17900085449219,2018-06-18,0.09885691034659427
15,58.93450164794922,2018-06-19,0.09642662151745596
16,59.20349884033203,2018-06-20,0.09910041699090932
17,58.47200012207031,2018-06-21,0.09182941931097177
18,58.464500427246094,2018-06-22,0.09175487336535926
19,56.9640007019043,2018-06-25,0.07684011035985028
20,56.63100051879883,2018-06-26,0.07353013387139884
21,55.84700012207031,2018-06-27,0.0657372766546025
22,56.3390007019043,2018-06-28,0.07062769544166714
23,56.45949935913086,2018-06-29,0.0718254356909076
24,57.105499267578125,2018-07-02,0.07824658684032004
25,55.81399917602539,2018-07-03,0.06540925174336465
26,57.06449890136719,2018-07-05,0.07783904878160042
27,57.75400161743164,2018-07-06,0.084692611916651
28,58.36399841308594,2018-07-09,0.0907558970260377
29,58.356998443603516,2018-07-10,0.09068631828229456
30,58.573001861572266,2018-07-11,0.09283336285216282
31,60.0629997253418,2018-07-12,0.10764373878327138
32,60.22100067138672,2018-07-13,0.10921424667814583
33,59.82550048828125,2018-07-16,0.10528302869787609
34,60.65399932861328,2018-07-17,0.11351819438647792
35,60.64550018310547,2018-07-18,0.11343371403712665
36,59.95500183105469,2018-07-19,0.10657025441590884
37,59.89400100708008,2018-07-20,0.10596391452969867
38,60.54999923706055,2018-07-23,0.11248444763407062
39,62.907501220703125,2018-07-24,0.13591769642259466
40,63.797000885009766,2018-07-25,0.14475920199740666
41,64.2750015258789,2018-07-26,0.14951046329698514
42,62.644500732421875,2018-07-27,0.13330350737157404
43,61.50199890136719,2018-07-30,0.12194719470070092
44,61.361000061035156,2018-07-31,0.12054568542210053
45,61.64950180053711,2018-08-01,0.12341335343874649
46,62.05649948120117,2018-08-02,0.12745885497958387
47,61.90800094604492,2018-08-03,0.12598279975537097
48,61.88349914550781,2018-08-06,0.1257392551934845
49,62.79199981689453,2018-08-07,0.13476962819204807
50,63.06650161743164,2018-08-08,0.13749813872120786
51,63.222999572753906,2018-08-09,0.13905370709290266
52,62.6254997253418,2018-08-10,0.13311463994782236
53,62.43199920654297,2018-08-13,0.13119127113236317
54,62.90700149536133,2018-08-14,0.13591272922072528
55,61.611000061035156,2018-08-15,0.12303065138937375
56,61.202999114990234,2018-08-16,0.11897517752722608
57,60.79249954223633,2018-08-17,0.11489486765573131
58,61.09749984741211,2018-08-20,0.11792652916921043
59,60.87049865722656,2018-08-21,0.11567016824064402
60,61.087501525878906,2018-08-22,0.11782714721425103
61,61.05799865722656,2018-08-23,0.11753389271609893
62,61.837501525878906,2018-08-24,0.12528204511607077
63,62.813499450683594,2018-08-27,0.13498333162514675
64,62.292999267578125,2018-08-28,0.1298096306612404
65,63.23249816894531,2018-08-29,0.13914812184599268
66,62.72200012207031,2018-08-30,0.13407384075461737
67,61.59000015258789,2018-08-31,0.12282191515814456
68,60.56549835205078,2018-09-04,0.11263850672716491
69,59.95500183105469,2018-09-05,0.10657025441590884
70,59.199501037597656,2018-09-06,0.09906067937595409
71,58.87950134277344,2018-09-07,0.09587992597125006
72,58.75299835205078,2018-09-10,0.09462250346443368
73,59.4995002746582,2018-09-11,0.10204263095316779
74,58.58000183105469,2018-09-12,0.09290294159590584
75,59.106998443603516,2018-09-13,0.09814121618411442
76,58.89899826049805,2018-09-14,0.09607372267929959
